,Tree,Direction,Species,Cover.Class
1471,297,N,Buckthorn,2
1555,252,N,Buckthorn,2
1604,892,S,Buckthorn,2
1625,66,N,Buckthorn,2
1632,66,S,Buckthorn,2
1653,75,N,Buckthorn,2
2297,390,N,Buckthorn,2
2304,390,S,Buckthorn,2
2360,387,S,Buckthorn,2
2444,384,S,Buckthorn,2
2654,58,S,Buckthorn,2
2675,62,N,Buckthorn,2
2850,85,S,Buckthorn,2
2871,89,N,Buckthorn,2
3165,79,N,Buckthorn,2
3186,113,S,Buckthorn,2
3270,184,S,Buckthorn,2
3291,183,N,Buckthorn,2
3319,388,N,Buckthorn,2
3347,98,N,Buckthorn,2
3473,71,N,Buckthorn,2
3557,25,N,Buckthorn,2
3578,59,S,Buckthorn,2
3585,193,N,Buckthorn,2
3599,172,N,Buckthorn,2
3620,391,S,Buckthorn,2
3879,153,N,Buckthorn,2
4054,65,S,Buckthorn,2
4075,56,N,Buckthorn,2
4082,56,S,Buckthorn,2
4243,206,N,Buckthorn,2
4250,206,S,Buckthorn,2
4593,323,N,Buckthorn,2
4607,324,N,Buckthorn,2
4614,324,S,Buckthorn,2
4642,278,S,Buckthorn,2
4691,328,N,Buckthorn,2
4719,320,N,Buckthorn,2
4768,316,S,Buckthorn,2
4775,313,N,Buckthorn,2
4803,907,N,Buckthorn,2
4810,907,S,Buckthorn,2
4817,908,N,Buckthorn,2
4824,908,S,Buckthorn,2
4838,906,S,Buckthorn,2
4901,204,N,Buckthorn,2
5139,342,N,Buckthorn,2
5391,332,N,Buckthorn,2
5398,332,S,Buckthorn,2
5531,243,N,Buckthorn,2
5545,245,N,Buckthorn,2
5853,359,N,Buckthorn,2
5860,359,S,Buckthorn,2
5937,365,N,Buckthorn,2
5965,347,N,Buckthorn,2
5979,348,N,Buckthorn,2
5986,348,S,Buckthorn,2
5993,351,N,Buckthorn,2
6000,351,S,Buckthorn,2
6140,905,S,Buckthorn,2
6154,903,S,Buckthorn,2
6168,904,S,Buckthorn,2
1,165,N,Buckthorn,1
8,165,S,Buckthorn,1
15,103,N,Buckthorn,1
22,103,S,Buckthorn,1
29,104,N,Buckthorn,1
36,104,S,Buckthorn,1
43,125,N,Buckthorn,1
50,125,S,Buckthorn,1
57,112,N,Buckthorn,1
64,112,S,Buckthorn,1
71,120,N,Buckthorn,1
85,114,N,Buckthorn,1
92,114,S,Buckthorn,1
99,115,N,Buckthorn,1
106,115,S,Buckthorn,1
113,119,N,Buckthorn,1
120,119,S,Buckthorn,1
127,106,N,Buckthorn,1
134,106,S,Buckthorn,1
141,107,N,Buckthorn,1
148,107,S,Buckthorn,1
155,108,N,Buckthorn,1
162,108,S,Buckthorn,1
169,118,N,Buckthorn,1
183,931,N,Buckthorn,1
190,931,S,Buckthorn,1
197,178,N,Buckthorn,1
204,178,S,Buckthorn,1
211,936,N,Buckthorn,1
218,936,S,Buckthorn,1
225,377,N,Buckthorn,1
232,377,S,Buckthorn,1
239,981,N,Buckthorn,1
246,981,S,Buckthorn,1
253,195,N,Buckthorn,1
260,195,S,Buckthorn,1
267,192,N,Buckthorn,1
274,192,S,Buckthorn,1
281,291,N,Buckthorn,1
288,291,S,Buckthorn,1
295,185,N,Buckthorn,1
302,185,S,Buckthorn,1
323,289,N,Buckthorn,1
337,996,N,Buckthorn,1
344,996,S,Buckthorn,1
351,897,N,Buckthorn,1
358,897,S,Buckthorn,1
365,381,N,Buckthorn,1
372,381,S,Buckthorn,1
379,380,N,Buckthorn,1
386,380,S,Buckthorn,1
407,961,N,Buckthorn,1
414,961,S,Buckthorn,1
421,304,N,Buckthorn,1
435,303,N,Buckthorn,1
477,379,N,Buckthorn,1
484,379,S,Buckthorn,1
491,383,N,Buckthorn,1
498,383,S,Buckthorn,1
505,382,N,Buckthorn,1
512,382,S,Buckthorn,1
526,392,S,Buckthorn,1
554,305,S,Buckthorn,1
582,306,S,Buckthorn,1
589,375,N,Buckthorn,1
596,375,S,Buckthorn,1
617,254,N,Buckthorn,1
631,197,N,Buckthorn,1
638,197,S,Buckthorn,1
645,259,N,Buckthorn,1
652,259,S,Buckthorn,1
701,376,N,Buckthorn,1
708,376,S,Buckthorn,1
715,374,N,Buckthorn,1
722,374,S,Buckthorn,1
729,882,N,Buckthorn,1
736,882,S,Buckthorn,1
743,196,N,Buckthorn,1
750,196,S,Buckthorn,1
792,191,S,Buckthorn,1
799,190,N,Buckthorn,1
806,190,S,Buckthorn,1
813,890,N,Buckthorn,1
820,890,S,Buckthorn,1
834,397,S,Buckthorn,1
841,396,N,Buckthorn,1
848,396,S,Buckthorn,1
855,296,N,Buckthorn,1
862,296,S,Buckthorn,1
869,891,N,Buckthorn,1
876,891,S,Buckthorn,1
897,256,N,Buckthorn,1
925,187,N,Buckthorn,1
939,260,N,Buckthorn,1
1065,309,N,Buckthorn,1
1072,309,S,Buckthorn,1
1079,969,N,Buckthorn,1
1093,308,N,Buckthorn,1
1100,308,S,Buckthorn,1
1114,395,S,Buckthorn,1
1121,883,N,Buckthorn,1
1128,883,S,Buckthorn,1
1163,999,N,Buckthorn,1
1170,999,S,Buckthorn,1
1177,143,N,Buckthorn,1
1184,143,S,Buckthorn,1
1191,102,N,Buckthorn,1
1198,102,S,Buckthorn,1
1205,105,N,Buckthorn,1
1212,105,S,Buckthorn,1
1219,189,N,Buckthorn,1
1226,189,S,Buckthorn,1
1233,258,N,Buckthorn,1
1240,258,S,Buckthorn,1
1254,288,S,Buckthorn,1
1296,199,S,Buckthorn,1
1331,253,N,Buckthorn,1
1338,253,S,Buckthorn,1
1345,272,N,Buckthorn,1
1359,293,N,Buckthorn,1
1366,293,S,Buckthorn,1
1380,299,S,Buckthorn,1
1387,257,N,Buckthorn,1
1394,257,S,Buckthorn,1
1401,188,N,Buckthorn,1
1408,188,S,Buckthorn,1
1415,346,N,Buckthorn,1
1422,346,S,Buckthorn,1
1429,864,N,Buckthorn,1
1436,864,S,Buckthorn,1
1450,300,S,Buckthorn,1
1457,198,N,Buckthorn,1
1464,198,S,Buckthorn,1
1478,297,S,Buckthorn,1
1492,898,S,Buckthorn,1
1506,885,S,Buckthorn,1
1541,74,N,Buckthorn,1
1548,74,S,Buckthorn,1
1562,252,S,Buckthorn,1
1569,400,N,Buckthorn,1
1576,400,S,Buckthorn,1
1583,893,N,Buckthorn,1
1590,893,S,Buckthorn,1
1597,892,N,Buckthorn,1
1618,77,S,Buckthorn,1
1639,67,N,Buckthorn,1
1660,75,S,Buckthorn,1
1667,72,N,Buckthorn,1
1674,72,S,Buckthorn,1
1681,68,N,Buckthorn,1
1688,68,S,Buckthorn,1
1695,31,N,Buckthorn,1
1702,31,S,Buckthorn,1
1723,26,N,Buckthorn,1
1730,26,S,Buckthorn,1
1737,30,N,Buckthorn,1
1758,42,S,Buckthorn,1
1772,41,S,Buckthorn,1
1779,93,N,Buckthorn,1
1786,93,S,Buckthorn,1
1793,99,N,Buckthorn,1
1800,99,S,Buckthorn,1
1807,97,N,Buckthorn,1
1814,97,S,Buckthorn,1
1821,92,N,Buckthorn,1
1828,92,S,Buckthorn,1
1835,900,N,Buckthorn,1
1842,900,S,Buckthorn,1
1849,88,N,Buckthorn,1
1856,88,S,Buckthorn,1
1863,3,N,Buckthorn,1
1870,3,S,Buckthorn,1
1877,21,N,Buckthorn,1
1884,21,S,Buckthorn,1
1919,9,N,Buckthorn,1
1926,9,S,Buckthorn,1
1933,176,N,Buckthorn,1
1940,176,S,Buckthorn,1
1961,138,N,Buckthorn,1
1968,138,S,Buckthorn,1
1975,201,N,Buckthorn,1
1989,202,N,Buckthorn,1
2045,126,N,Buckthorn,1
2052,126,S,Buckthorn,1
2059,127,N,Buckthorn,1
2066,127,S,Buckthorn,1
2073,137,N,Buckthorn,1
2115,130,N,Buckthorn,1
2122,130,S,Buckthorn,1
2129,128,N,Buckthorn,1
2136,128,S,Buckthorn,1
2157,129,N,Buckthorn,1
2171,2,N,Buckthorn,1
2178,2,S,Buckthorn,1
2185,7,N,Buckthorn,1
2192,7,S,Buckthorn,1
2199,17,N,Buckthorn,1
2206,17,S,Buckthorn,1
2213,12,N,Buckthorn,1
2220,12,S,Buckthorn,1
2227,23,N,Buckthorn,1
2234,23,S,Buckthorn,1
2241,166,N,Buckthorn,1
2248,166,S,Buckthorn,1
2255,857,N,Buckthorn,1
2276,1,S,Buckthorn,1
2283,141,N,Buckthorn,1
2311,177,N,Buckthorn,1
2318,177,S,Buckthorn,1
2325,344,N,Buckthorn,1
2332,344,S,Buckthorn,1
2339,386,N,Buckthorn,1
2346,386,S,Buckthorn,1
2353,387,N,Buckthorn,1
2367,182,N,Buckthorn,1
2374,182,S,Buckthorn,1
2381,181,N,Buckthorn,1
2388,181,S,Buckthorn,1
2395,385,N,Buckthorn,1
2402,385,S,Buckthorn,1
2409,180,N,Buckthorn,1
2416,180,S,Buckthorn,1
2423,175,N,Buckthorn,1
2430,175,S,Buckthorn,1
2451,940,N,Buckthorn,1
2458,940,S,Buckthorn,1
2472,33,S,Buckthorn,1
2479,29,N,Buckthorn,1
2486,29,S,Buckthorn,1
2493,32,N,Buckthorn,1
2500,32,S,Buckthorn,1
2507,36,N,Buckthorn,1
2514,36,S,Buckthorn,1
2521,37,N,Buckthorn,1
2542,34,S,Buckthorn,1
2549,28,N,Buckthorn,1
2556,28,S,Buckthorn,1
2563,51,N,Buckthorn,1
2570,51,S,Buckthorn,1
2577,45,N,Buckthorn,1
2591,47,N,Buckthorn,1
2598,47,S,Buckthorn,1
2612,48,S,Buckthorn,1
2633,61,N,Buckthorn,1
2640,61,S,Buckthorn,1
2661,57,N,Buckthorn,1
2668,57,S,Buckthorn,1
2682,62,S,Buckthorn,1
2696,880,S,Buckthorn,1
2703,69,N,Buckthorn,1
2710,69,S,Buckthorn,1
2717,70,N,Buckthorn,1
2724,70,S,Buckthorn,1
2731,64,N,Buckthorn,1
2738,64,S,Buckthorn,1
2745,895,N,Buckthorn,1
2752,895,S,Buckthorn,1
2759,111,N,Buckthorn,1
2780,135,S,Buckthorn,1
2801,859,N,Buckthorn,1
2808,859,S,Buckthorn,1
2815,90,N,Buckthorn,1
2822,90,S,Buckthorn,1
2829,91,N,Buckthorn,1
2836,91,S,Buckthorn,1
2843,85,N,Buckthorn,1
2857,87,N,Buckthorn,1
2864,87,S,Buckthorn,1
2878,89,S,Buckthorn,1
2885,81,N,Buckthorn,1
2892,81,S,Buckthorn,1
2899,80,N,Buckthorn,1
2906,80,S,Buckthorn,1
2920,86,S,Buckthorn,1
2927,84,N,Buckthorn,1
2934,84,S,Buckthorn,1
2941,83,N,Buckthorn,1
2948,83,S,Buckthorn,1
2955,82,N,Buckthorn,1
2962,82,S,Buckthorn,1
2969,123,N,Buckthorn,1
2983,124,N,Buckthorn,1
3011,117,N,Buckthorn,1
3018,117,S,Buckthorn,1
3025,133,N,Buckthorn,1
3032,133,S,Buckthorn,1
3039,121,N,Buckthorn,1
3046,121,S,Buckthorn,1
3053,86,N,Buckthorn,1
3060,86,S,Buckthorn,1
3074,110,S,Buckthorn,1
3081,109,N,Buckthorn,1
3088,109,S,Buckthorn,1
3095,95,N,Buckthorn,1
3102,95,S,Buckthorn,1
3123,881,N,Buckthorn,1
3130,881,S,Buckthorn,1
3137,884,N,Buckthorn,1
3144,884,S,Buckthorn,1
3151,73,N,Buckthorn,1
3158,73,S,Buckthorn,1
3172,79,S,Buckthorn,1
3179,113,N,Buckthorn,1
3193,116,N,Buckthorn,1
3200,116,S,Buckthorn,1
3207,94,N,Buckthorn,1
3214,94,S,Buckthorn,1
3242,122,S,Buckthorn,1
3249,76,N,Buckthorn,1
3256,76,S,Buckthorn,1
3263,184,N,Buckthorn,1
3277,179,N,Buckthorn,1
3284,179,S,Buckthorn,1
3298,183,S,Buckthorn,1
3305,186,N,Buckthorn,1
3312,186,S,Buckthorn,1
3326,388,S,Buckthorn,1
3333,194,N,Buckthorn,1
3340,194,S,Buckthorn,1
3354,98,S,Buckthorn,1
3361,44,N,Buckthorn,1
3375,874,N,Buckthorn,1
3403,46,N,Buckthorn,1
3410,46,S,Buckthorn,1
3417,38,N,Buckthorn,1
3424,38,S,Buckthorn,1
3438,860,S,Buckthorn,1
3445,39,N,Buckthorn,1
3452,39,S,Buckthorn,1
3459,50,N,Buckthorn,1
3466,50,S,Buckthorn,1
3480,71,S,Buckthorn,1
3487,78,N,Buckthorn,1
3494,78,S,Buckthorn,1
3508,389,S,Buckthorn,1
3515,22,N,Buckthorn,1
3522,22,S,Buckthorn,1
3529,27,N,Buckthorn,1
3536,27,S,Buckthorn,1
3571,59,N,Buckthorn,1
3592,193,S,Buckthorn,1
3606,172,S,Buckthorn,1
3627,10,N,Buckthorn,1
3634,10,S,Buckthorn,1
3641,6,N,Buckthorn,1
3648,6,S,Buckthorn,1
3655,11,N,Buckthorn,1
3662,11,S,Buckthorn,1
3669,4,N,Buckthorn,1
3683,167,N,Buckthorn,1
3697,5,N,Buckthorn,1
3704,5,S,Buckthorn,1
3711,13,N,Buckthorn,1
3718,13,S,Buckthorn,1
3725,8,N,Buckthorn,1
3732,8,S,Buckthorn,1
3739,16,N,Buckthorn,1
3746,16,S,Buckthorn,1
3753,15,N,Buckthorn,1
3760,15,S,Buckthorn,1
3774,19,S,Buckthorn,1
3781,20,N,Buckthorn,1
3788,20,S,Buckthorn,1
3795,145,N,Buckthorn,1
3802,145,S,Buckthorn,1
3809,18,N,Buckthorn,1
3816,18,S,Buckthorn,1
3830,173,S,Buckthorn,1
3837,149,N,Buckthorn,1
3858,150,S,Buckthorn,1
3865,146,N,Buckthorn,1
3872,146,S,Buckthorn,1
3886,153,S,Buckthorn,1
3893,147,N,Buckthorn,1
3900,147,S,Buckthorn,1
3907,148,N,Buckthorn,1
3914,148,S,Buckthorn,1
3921,63,N,Buckthorn,1
3928,63,S,Buckthorn,1
3935,152,N,Buckthorn,1
3942,152,S,Buckthorn,1
3949,930,N,Buckthorn,1
3956,930,S,Buckthorn,1
3970,55,S,Buckthorn,1
3977,54,N,Buckthorn,1
3984,54,S,Buckthorn,1
4005,52,N,Buckthorn,1
4012,52,S,Buckthorn,1
4019,53,N,Buckthorn,1
4026,53,S,Buckthorn,1
4040,40,S,Buckthorn,1
4047,65,N,Buckthorn,1
4061,60,N,Buckthorn,1
4068,60,S,Buckthorn,1
4103,909,N,Buckthorn,1
4110,909,S,Buckthorn,1
4124,248,S,Buckthorn,1
4138,925,S,Buckthorn,1
4152,208,S,Buckthorn,1
4166,203,S,Buckthorn,1
4173,214,N,Buckthorn,1
4201,915,N,Buckthorn,1
4208,915,S,Buckthorn,1
4215,211,N,Buckthorn,1
4222,211,S,Buckthorn,1
4229,250,N,Buckthorn,1
4236,250,S,Buckthorn,1
4257,161,N,Buckthorn,1
4264,161,S,Buckthorn,1
4271,211,N,Buckthorn,1
4278,211,S,Buckthorn,1
4285,914,N,Buckthorn,1
4292,914,S,Buckthorn,1
4306,160,S,Buckthorn,1
4313,159,N,Buckthorn,1
4320,159,S,Buckthorn,1
4327,162,N,Buckthorn,1
4334,162,S,Buckthorn,1
4341,158,N,Buckthorn,1
4348,158,S,Buckthorn,1
4355,156,N,Buckthorn,1
4362,156,S,Buckthorn,1
4369,157,N,Buckthorn,1
4376,157,S,Buckthorn,1
4383,154,N,Buckthorn,1
4390,154,S,Buckthorn,1
4397,225,N,Buckthorn,1
4404,225,S,Buckthorn,1
4411,226,N,Buckthorn,1
4418,226,S,Buckthorn,1
4425,224,N,Buckthorn,1
4439,223,N,Buckthorn,1
4446,223,S,Buckthorn,1
4495,217,N,Buckthorn,1
4502,217,S,Buckthorn,1
4509,215,N,Buckthorn,1
4516,215,S,Buckthorn,1
4523,212,N,Buckthorn,1
4530,212,S,Buckthorn,1
4537,209,N,Buckthorn,1
4551,327,N,Buckthorn,1
4565,321,N,Buckthorn,1
4572,321,S,Buckthorn,1
4579,322,N,Buckthorn,1
4586,322,S,Buckthorn,1
4600,323,S,Buckthorn,1
4621,315,N,Buckthorn,1
4628,315,S,Buckthorn,1
4635,278,N,Buckthorn,1
4649,318,N,Buckthorn,1
4656,318,S,Buckthorn,1
4663,312,N,Buckthorn,1
4670,312,S,Buckthorn,1
4677,317,N,Buckthorn,1
4684,317,S,Buckthorn,1
4698,328,S,Buckthorn,1
4705,329,N,Buckthorn,1
4712,329,S,Buckthorn,1
4733,314,N,Buckthorn,1
4740,314,S,Buckthorn,1
4754,311,S,Buckthorn,1
4782,313,S,Buckthorn,1
4789,319,N,Buckthorn,1
4796,319,S,Buckthorn,1
4852,207,S,Buckthorn,1
4859,901,N,Buckthorn,1
4873,902,N,Buckthorn,1
4880,902,S,Buckthorn,1
4887,205,N,Buckthorn,1
4908,204,S,Buckthorn,1
4922,911,S,Buckthorn,1
4936,913,S,Buckthorn,1
4943,912,N,Buckthorn,1
4950,912,S,Buckthorn,1
4957,926,N,Buckthorn,1
4964,926,S,Buckthorn,1
4971,163,N,Buckthorn,1
4978,163,S,Buckthorn,1
4985,161,N,Buckthorn,1
4992,161,S,Buckthorn,1
4999,927,N,Buckthorn,1
5020,216,S,Buckthorn,1
5027,213,N,Buckthorn,1
5034,213,S,Buckthorn,1
5041,164,N,Buckthorn,1
5048,164,S,Buckthorn,1
5055,155,N,Buckthorn,1
5062,155,S,Buckthorn,1
5069,219,N,Buckthorn,1
5076,219,S,Buckthorn,1
5083,220,N,Buckthorn,1
5090,220,S,Buckthorn,1
5097,330,N,Buckthorn,1
5104,330,S,Buckthorn,1
5111,339,N,Buckthorn,1
5118,339,S,Buckthorn,1
5125,341,N,Buckthorn,1
5132,341,S,Buckthorn,1
5146,342,S,Buckthorn,1
5153,363,N,Buckthorn,1
5160,363,S,Buckthorn,1
5167,354,N,Buckthorn,1
5174,354,S,Buckthorn,1
5188,360,S,Buckthorn,1
5195,333,N,Buckthorn,1
5202,333,S,Buckthorn,1
5209,326,N,Buckthorn,1
5216,326,S,Buckthorn,1
5223,336,N,Buckthorn,1
5230,336,S,Buckthorn,1
5244,325,S,Buckthorn,1
5258,337,S,Buckthorn,1
5265,340,N,Buckthorn,1
5272,340,S,Buckthorn,1
5279,358,N,Buckthorn,1
5286,358,S,Buckthorn,1
5300,335,S,Buckthorn,1
5307,343,N,Buckthorn,1
5314,343,S,Buckthorn,1
5321,331,N,Buckthorn,1
5328,331,S,Buckthorn,1
5335,338,N,Buckthorn,1
5342,338,S,Buckthorn,1
5349,350,N,Buckthorn,1
5356,350,S,Buckthorn,1
5370,239,S,Buckthorn,1
5377,237,N,Buckthorn,1
5405,247,N,Buckthorn,1
5412,247,S,Buckthorn,1
5419,238,N,Buckthorn,1
5426,238,S,Buckthorn,1
5433,242,N,Buckthorn,1
5440,242,S,Buckthorn,1
5454,231,S,Buckthorn,1
5475,249,N,Buckthorn,1
5482,249,S,Buckthorn,1
5489,241,N,Buckthorn,1
5496,241,S,Buckthorn,1
5503,232,N,Buckthorn,1
5510,232,S,Buckthorn,1
5517,233,N,Buckthorn,1
5524,233,S,Buckthorn,1
5559,244,N,Buckthorn,1
5566,244,S,Buckthorn,1
5573,235,N,Buckthorn,1
5580,235,S,Buckthorn,1
5587,234,N,Buckthorn,1
5594,234,S,Buckthorn,1
5601,240,N,Buckthorn,1
5608,240,S,Buckthorn,1
5622,227,S,Buckthorn,1
5643,228,N,Buckthorn,1
5650,228,S,Buckthorn,1
5720,406,S,Buckthorn,1
5811,407,N,Buckthorn,1
5825,357,N,Buckthorn,1
5839,355,N,Buckthorn,1
5846,355,S,Buckthorn,1
5867,353,N,Buckthorn,1
5874,353,S,Buckthorn,1
5881,356,N,Buckthorn,1
5888,356,S,Buckthorn,1
5895,362,N,Buckthorn,1
5902,362,S,Buckthorn,1
5909,349,N,Buckthorn,1
5916,349,S,Buckthorn,1
5944,365,S,Buckthorn,1
5951,361,N,Buckthorn,1
5958,361,S,Buckthorn,1
5972,347,S,Buckthorn,1
6007,276,N,Buckthorn,1
6014,276,S,Buckthorn,1
6028,285,S,Buckthorn,1
6035,281,N,Buckthorn,1
6042,281,S,Buckthorn,1
6056,284,S,Buckthorn,1
6077,368,N,Buckthorn,1
6084,368,S,Buckthorn,1
6105,366,N,Buckthorn,1
6119,352,N,Buckthorn,1
6126,352,S,Buckthorn,1
6133,905,N,Buckthorn,1
6147,903,N,Buckthorn,1
6161,904,N,Buckthorn,1
6175,273,N,Buckthorn,1
6203,280,N,Buckthorn,1
6217,251,N,Buckthorn,1
6224,251,S,Buckthorn,1
6231,279,N,Buckthorn,1
6238,279,S,Buckthorn,1
6245,277,N,Buckthorn,1
6252,277,S,Buckthorn,1
6259,283,N,Buckthorn,1
6266,283,S,Buckthorn,1
6273,229,N,Buckthorn,1
6280,229,S,Buckthorn,1
6287,236,N,Buckthorn,1
6294,236,S,Buckthorn,1
6301,275,N,Buckthorn,1
6308,275,S,Buckthorn,1
6315,286,N,Buckthorn,1
6322,286,S,Buckthorn,1
6329,274,N,Buckthorn,1
6336,274,S,Buckthorn,1
78,120,S,Buckthorn,0
176,118,S,Buckthorn,0
309,345,N,Buckthorn,0
316,345,S,Buckthorn,0
330,289,S,Buckthorn,0
393,378,N,Buckthorn,0
400,378,S,Buckthorn,0
428,304,S,Buckthorn,0
442,303,S,Buckthorn,0
519,392,N,Buckthorn,0
533,393,N,Buckthorn,0
540,393,S,Buckthorn,0
547,305,N,Buckthorn,0
561,378,N,Buckthorn,0
568,378,S,Buckthorn,0
575,306,N,Buckthorn,0
673,292,N,Buckthorn,0
680,292,S,Buckthorn,0
687,290,N,Buckthorn,0
694,290,S,Buckthorn,0
757,261,N,Buckthorn,0
764,261,S,Buckthorn,0
771,886,N,Buckthorn,0
778,886,S,Buckthorn,0
785,191,N,Buckthorn,0
827,397,N,Buckthorn,0
883,263,N,Buckthorn,0
890,263,S,Buckthorn,0
904,256,S,Buckthorn,0
911,270,N,Buckthorn,0
918,270,S,Buckthorn,0
932,187,S,Buckthorn,0
946,260,S,Buckthorn,0
953,262,N,Buckthorn,0
960,262,S,Buckthorn,0
967,264,N,Buckthorn,0
974,264,S,Buckthorn,0
981,265,N,Buckthorn,0
988,265,S,Buckthorn,0
995,266,N,Buckthorn,0
1002,266,S,Buckthorn,0
1009,398,N,Buckthorn,0
1016,398,S,Buckthorn,0
1023,200,N,Buckthorn,0
1030,200,S,Buckthorn,0
1037,269,N,Buckthorn,0
1044,269,S,Buckthorn,0
1051,394,N,Buckthorn,0
1058,394,S,Buckthorn,0
1086,969,S,Buckthorn,0
1107,395,N,Buckthorn,0
1135,929,N,Buckthorn,0
1142,929,S,Buckthorn,0
1149,307,N,Buckthorn,0
1156,307,S,Buckthorn,0
1247,288,N,Buckthorn,0
1289,199,N,Buckthorn,0
1443,300,N,Buckthorn,0
1485,898,N,Buckthorn,0
1499,885,N,Buckthorn,0
1513,310,N,Buckthorn,0
1520,310,S,Buckthorn,0
1527,889,N,Buckthorn,0
1534,889,S,Buckthorn,0
1611,77,N,Buckthorn,0
1646,67,S,Buckthorn,0
1709,24,N,Buckthorn,0
1716,24,S,Buckthorn,0
1744,30,S,Buckthorn,0
1751,42,N,Buckthorn,0
1765,41,N,Buckthorn,0
1891,132,N,Buckthorn,0
1898,132,S,Buckthorn,0
1905,174,N,Buckthorn,0
1912,174,S,Buckthorn,0
1947,14,N,Buckthorn,0
1954,14,S,Buckthorn,0
1982,201,S,Buckthorn,0
1996,202,S,Buckthorn,0
2003,139,N,Buckthorn,0
2010,139,S,Buckthorn,0
2017,140,N,Buckthorn,0
2024,140,S,Buckthorn,0
2031,134,N,Buckthorn,0
2038,134,S,Buckthorn,0
2080,137,S,Buckthorn,0
2087,861,N,Buckthorn,0
2094,861,S,Buckthorn,0
2101,136,N,Buckthorn,0
2108,136,S,Buckthorn,0
2143,131,N,Buckthorn,0
2150,131,S,Buckthorn,0
2164,129,S,Buckthorn,0
2262,857,S,Buckthorn,0
2269,1,N,Buckthorn,0
2290,141,S,Buckthorn,0
2437,384,N,Buckthorn,0
2465,33,N,Buckthorn,0
2528,37,S,Buckthorn,0
2535,34,N,Buckthorn,0
2605,48,N,Buckthorn,0
2619,49,N+BB325,Buckthorn,0
2626,49,S,Buckthorn,0
2766,111,S,Buckthorn,0
2773,135,N,Buckthorn,0
2787,100,N,Buckthorn,0
2794,100,S,Buckthorn,0
2913,86,N,Buckthorn,0
2976,123,S,Buckthorn,0
2990,124,S,Buckthorn,0
2997,142,N,Buckthorn,0
3004,142,S,Buckthorn,0
3109,295,N,Buckthorn,0
3116,295,S,Buckthorn,0
3221,888,N,Buckthorn,0
3228,888,S,Buckthorn,0
3235,122,N,Buckthorn,0
3368,44,S,Buckthorn,0
3382,874,S,Buckthorn,0
3389,43,N,Buckthorn,0
3396,43,S,Buckthorn,0
3431,860,N,Buckthorn,0
3501,389,N,Buckthorn,0
3543,35,N,Buckthorn,0
3550,35,S,Buckthorn,0
3564,25,S,Buckthorn,0
3676,4,S,Buckthorn,0
3690,167,S,Buckthorn,0
3767,19,N,Buckthorn,0
3823,173,N,Buckthorn,0
3844,149,S,Buckthorn,0
3851,150,N,Buckthorn,0
3963,55,N,Buckthorn,0
3991,151,N,Buckthorn,0
3998,151,S,Buckthorn,0
4033,40,N,Buckthorn,0
4089,910,N,Buckthorn,0
4096,910,S,Buckthorn,0
4117,248,N,Buckthorn,0
4131,925,N,Buckthorn,0
4145,208,N,Buckthorn,0
4159,203,N,Buckthorn,0
4180,214,S,Buckthorn,0
4187,210,N,Buckthorn,0
4194,210,S,Buckthorn,0
4299,160,N,Buckthorn,0
4432,224,S,Buckthorn,0
4453,221,N,Buckthorn,0
4460,221,S,Buckthorn,0
4467,222,N,Buckthorn,0
4474,222,S,Buckthorn,0
4481,218,N,Buckthorn,0
4488,218,S,Buckthorn,0
4544,209,S,Buckthorn,0
4558,327,S,Buckthorn,0
4747,311,N,Buckthorn,0
4845,207,N,Buckthorn,0
4866,901,S,Buckthorn,0
4894,205,S,Buckthorn,0
4915,911,N,Buckthorn,0
4929,913,N,Buckthorn,0
5006,927,S,Buckthorn,0
5013,216,N,Buckthorn,0
5181,360,N,Buckthorn,0
5237,325,N,Buckthorn,0
5251,337,N,Buckthorn,0
5293,335,N,Buckthorn,0
5363,239,N,Buckthorn,0
5384,237,S,Buckthorn,0
5447,231,N,Buckthorn,0
5461,246,N,Buckthorn,0
5468,246,S,Buckthorn,0
5615,227,N,Buckthorn,0
5636,230,S,Buckthorn,0
5657,401,N,Buckthorn,0
5664,401,S,Buckthorn,0
5671,402,N,Buckthorn,0
5678,402,S,Buckthorn,0
5685,403,N,Buckthorn,0
5692,403,S,Buckthorn,0
5699,404,N,Buckthorn,0
5706,404,S,Buckthorn,0
5713,406,N,Buckthorn,0
5727,405,N,Buckthorn,0
5734,405,S,Buckthorn,0
5741,408,N,Buckthorn,0
5748,408,S,Buckthorn,0
5755,410,N,Buckthorn,0
5762,410,S,Buckthorn,0
5769,409,N,Buckthorn,0
5776,409,S,Buckthorn,0
5783,412,N,Buckthorn,0
5790,412,S,Buckthorn,0
5797,411,N,Buckthorn,0
5804,411,S,Buckthorn,0
5818,407,S,Buckthorn,0
5832,357,S,Buckthorn,0
5923,364,N,Buckthorn,0
5930,364,S,Buckthorn,0
6021,285,N,Buckthorn,0
6049,284,N,Buckthorn,0
6063,367,N,Buckthorn,0
6070,367,S,Buckthorn,0
6091,369,N,Buckthorn,0
6098,369,S,Buckthorn,0
6112,366,S,Buckthorn,0
6182,273,S,Buckthorn,0
6189,288,N,Buckthorn,0
6196,288,S,Buckthorn,0
6210,280,S,Buckthorn,0
6343,287,N,Buckthorn,0
6350,287,S,Buckthorn,0
207,178,S,Honeysuckle,3
648,259,N,Honeysuckle,3
5450,231,N,Honeysuckle,3
